0.	-0.9789307831
0.0125	-0.84890523877
0.025	-0.71425208636
0.0375	-0.57562599258
0.05	-0.43368412024
0.0625	-0.28909135329
0.075	-0.14252706791
0.0875	0.0053079527972
0.1	0.15368606429
0.1125	0.30184793318
0.125	0.44899790299
0.1375	0.59430241252
0.15	0.73689056661
0.1625	0.87585655916
0.175	1.010264957
0.1875	1.1391610637
0.2	1.2615822034
0.2125	1.3765709396
0.225	1.4831927863
0.2375	1.5805566685
0.25	1.6678327823
0.2625	1.7442702507
0.275	1.8092168905
0.2875	1.8621349134
0.3	1.9026114876
0.3125	1.9303664486
0.325	1.9452572715
0.3375	1.9472763317
0.35	1.9365452916
0.3625	1.9133067791
0.375	1.8779115183
0.3875	1.8308017909
0.4	1.7724966594
0.4125	1.7035769851
0.425	1.6246682504
0.4375	1.5364256202
0.45	1.4395227273
0.4625	1.3346420482
0.475	1.2224659538
0.4875	1.1036720119
0.5	0.9789307831
0.5125	0.84890523877
0.525	0.71425208636
0.5375	0.57562599258
0.55	0.43368412024
0.5625	0.28909135329
0.575	0.14252706791
0.5875	-0.0053079527972
0.6	-0.15368606429
0.6125	-0.30184793318
0.625	-0.44899790299
0.6375	-0.59430241252
0.65	-0.73689056661
0.6625	-0.87585655916
0.675	-1.010264957
0.6875	-1.1391610637
0.7	-1.2615822034
0.7125	-1.3765709396
0.725	-1.4831927863
0.7375	-1.5805566685
0.75	-1.6678327823
0.7625	-1.7442702507
0.775	-1.8092168905
0.7875	-1.8621349134
0.8	-1.9026114876
0.8125	-1.9303664486
0.825	-1.9452572715
0.8375	-1.9472763317
0.85	-1.9365452916
0.8625	-1.9133067791
0.875	-1.8779115183
0.8875	-1.8308017909
0.9	-1.7724966594
0.9125	-1.7035769851
0.925	-1.6246682504
0.9375	-1.5364256202
0.95	-1.4395227273
0.9625	-1.3346420482
0.975	-1.2224659538
0.9875	-1.1036720119
1.	-0.9789307831
